weight_in_strategy,cagr,vol,sharpe,max_dd,worst_month,beta_spy
0.0,0.19343771879479799,0.2412298763258726,0.7591703733054783,-0.35118731203396947,-0.13595752118776794,1.1564040738792691
0.25,0.20564299062459934,0.2509552894296766,0.7797777012476027,-0.4033024088660636,-0.15490275945014442,1.1585917754698896
0.5,0.21655689639682008,0.2647573114726413,0.7865463007062053,-0.45258401683369476,-0.17360392872867136,1.1607794770605107
0.75,0.2261429185637871,0.2820380883651376,0.7828666165906377,-0.4985886515051091,-0.19205992208460088,1.162967178651131
1.0,0.2343687211740746,0.30220143153872164,0.7721747967421447,-0.5434485379030609,-0.21026976061804692,1.1651548802417513
