weight_in_strategy,cagr,vol,sharpe,max_dd,worst_month,beta_spy
0.0,0.08952979749131051,0.12239890097270341,0.5744776907148273,-0.21717007402750588,-0.07196718753660525,0.6171609655267132
0.1,0.08879919367874511,0.1110077306389101,0.6153371225590439,-0.19363653724768537,-0.06910045410993271,0.5563199496102895
0.2,0.08770071155237069,0.10166798261038969,0.6521142424118629,-0.18552755353216388,-0.0705601373953465,0.49547893369386714
0.3,0.08623600102819284,0.09498672664495127,0.6768431480629598,-0.1957176767365757,-0.07206198864160807,0.43463791777744376
0.4,0.08440705004952509,0.09154788317361258,0.6803294923632177,-0.20620601785804593,-0.07360577696738868,0.3737969018610206
0.5,0.0822161810280313,0.09171689436852216,0.6571699651814025,-0.21935238669015178,-0.07519126787329611,0.3129558859445976
0.75,0.07517382710128762,0.10691742434483384,0.5167314940861693,-0.25507415148003487,-0.07933587285378885,0.16085334615353997
1.0,0.06593721353626125,0.13657750389669096,0.36770792708618366,-0.29565765509561137,-0.09265951199180744,0.008750806362482329
