trial,sharpe,cagr,max_dd,n_days
0,-0.05837825682225997,-0.001949245454061943,-0.48105435824782905,1761
1,-0.029838248657154835,0.003092812573010306,-0.45988856061752625,1761
2,-0.12622505859106178,-0.013045357212056352,-0.5066057592582618,1761
3,0.021583176185811806,0.012309806474297469,-0.4465986281465478,1761
4,0.025562383442951402,0.01269805525316281,-0.4363903424853166,1761
5,0.01602795937756545,0.011311377878638451,-0.47291424840393237,1761
6,0.10548982663034101,0.026965833432498254,-0.34026436815272354,1761
7,0.11125576866094211,0.027759163186987568,-0.35811373040705785,1761
8,0.04854822541052574,0.016862800440444303,-0.4111160910767794,1761
9,0.11931162096176448,0.02913073995354476,-0.4352335328386471,1761
10,-0.0630198840850467,-0.002669425706639972,-0.4704977937543484,1761
11,-0.027027854580366103,0.0037170077067758545,-0.49774122513412233,1761
12,0.020306727585486906,0.01156389710578054,-0.5084653704125948,1761
13,0.14540966728932997,0.033707271244343806,-0.4574662851711965,1761
14,0.06759627872732284,0.019911090259003172,-0.4785314441738526,1761
15,-0.03991220666803624,0.001410428004972042,-0.4793174346580329,1761
16,0.07673657716544706,0.02195560670550223,-0.41328797896783687,1761
17,0.007990025184995876,0.009733726911915763,-0.42716457206240677,1761
18,-0.02360142540359322,0.0038973701865441246,-0.5013956923209328,1761
19,0.0968369267432378,0.02528124773783058,-0.4800609557837282,1761
20,0.006103775131564046,0.009586893639498717,-0.47283674042608226,1761
21,-0.07287064013016802,-0.004149917913251144,-0.5016889268849429,1761
22,0.059482545048026136,0.01851222580215417,-0.4565697002332063,1761
23,-0.014528077018875664,0.006247446719019889,-0.41766700871459794,1761
24,-0.073489811024929,-0.004719436385688058,-0.45738113964624894,1761
25,-0.07987765605612053,-0.005487329321142487,-0.5157777147407449,1761
26,0.002483519205147371,0.008670248552841597,-0.4769122889216044,1761
27,0.07260238669719832,0.0208339819812986,-0.5040954438714773,1761
28,0.026351236068635726,0.013336700759319253,-0.44823792812129626,1761
29,-0.0352100615077658,0.0022213854811692357,-0.5031993674990285,1761
30,-0.14679847242839467,-0.016276299267767524,-0.5525676373395083,1761
31,-0.040402642240091435,0.0010076413720021549,-0.4600507265599505,1761
32,0.08372818085760035,0.02288453557406278,-0.42998717364735994,1761
33,0.07572277196008932,0.0215801895092671,-0.470062345664374,1761
34,-0.1197684224080867,-0.011939355963096698,-0.49674917283208275,1761
35,-0.01416065614253786,0.005967988051739814,-0.39528946517966446,1761
36,-0.022148299733294834,0.004934058736127511,-0.4673889257637419,1761
37,-0.025224943353698858,0.0038928728866809426,-0.4581128166597891,1761
38,-0.09755646748669507,-0.008274725549120232,-0.516490558240362,1761
39,-0.028671152339006314,0.003052578918555593,-0.49836895547905136,1761
40,-0.034748534285406,0.0020144438675830934,-0.4604153164502077,1761
41,-0.010256133007946307,0.0061277026319650485,-0.48744367781762266,1761
42,0.010422236938083957,0.010688922202844564,-0.4122369657646068,1761
43,-0.1589581805785656,-0.01917081324174086,-0.4955872393809241,1761
44,0.19202197286825634,0.04201638041022071,-0.43271855625052114,1761
45,-0.02386593543017497,0.004328419542552142,-0.44763877153694454,1761
46,0.26528360066453144,0.05519151452034854,-0.415196586292336,1761
47,0.00040994385035408697,0.00872895917090033,-0.461644281294019,1761
48,-0.04321509667515272,0.0012785623802078483,-0.5060614719712627,1761
49,0.06672652264541666,0.019949806511965207,-0.4509081088563628,1761
50,0.03590275273855696,0.014417536580054957,-0.4691297907959615,1761
51,0.016504502481465674,0.011016864929053627,-0.4830690850219477,1761
52,0.1333962375987718,0.03168514356130836,-0.3908958283718903,1761
53,0.07977902833336625,0.02212683462374443,-0.5001878788264641,1761
54,0.18050585025517746,0.03996894650945193,-0.4231306989837238,1761
55,0.05595558011398906,0.018118286541225492,-0.4509388433369018,1761
56,0.002059572963947403,0.008668246025144155,-0.44197744513171977,1761
57,0.11419127372522829,0.02813302227324721,-0.4646017899505208,1761
58,-0.08462285668101702,-0.005756038192378687,-0.48601207348326636,1761
59,0.09090761790522503,0.02426200889129504,-0.4388199875880452,1761
60,0.04769030983636513,0.01675057631804533,-0.39198262147034724,1761
61,-0.04871525626619042,-0.0002497571241694141,-0.47590620854133825,1761
62,0.08815692737940103,0.02358381255025943,-0.4692024318603214,1761
63,0.05357049844942947,0.017567267033408607,-0.435248734734511,1761
64,0.010371092504945733,0.010253640717722945,-0.4558541135044327,1761
65,-0.05905461314925851,-0.0024418948278466246,-0.44266700114407864,1761
66,-0.09346460185207787,-0.007579810552864719,-0.5137339808834922,1761
67,0.11547040266055648,0.028511148208590464,-0.47160199586325147,1761
68,0.10142139074144021,0.026078484626034903,-0.43224667727573773,1761
69,-0.021644188011555862,0.004642198627592409,-0.38519941462427976,1761
70,-0.16345615701106156,-0.0190661985403896,-0.5210638725593539,1761
71,-0.18819810626390712,-0.02409594283137262,-0.45073432631035126,1761
72,-0.054724842289861755,-0.0013709155716681298,-0.44309192716308543,1761
73,0.09317311062500275,0.02439445714010735,-0.4816944998570988,1761
74,0.036943509962839405,0.015082217627617966,-0.4748216415145906,1761
75,-0.007476157599751075,0.007059659963686737,-0.4697752850173468,1761
76,0.005433931220343539,0.008735917206478039,-0.5151397100959371,1761
77,0.01924059310599489,0.011634066795156661,-0.45827141416214834,1761
78,0.06084258323148054,0.018906044027184432,-0.43957578048054147,1761
79,0.10831517969690095,0.02708615196645847,-0.43028006579360667,1761
80,-0.1372040559342195,-0.015401242447733998,-0.5409102062259887,1761
81,-0.019420108037120725,0.0050695968974290295,-0.49823005140621035,1761
82,0.028084681670834836,0.013544444636776287,-0.3875867934882844,1761
83,-0.15667667635941018,-0.018210693654023724,-0.5196197127814836,1761
84,-0.15900656598197271,-0.01874150029579169,-0.5391632480433792,1761
85,0.055742217881881904,0.018144505947388145,-0.4583246547259937,1761
86,0.08655314046199267,0.023503778856908575,-0.4435051544253489,1761
87,0.16194931301140067,0.03669732867950004,-0.40082699376463315,1761
88,-0.029969961224237313,0.003575716079204705,-0.4823995485350968,1761
89,-0.05207168493238672,-0.0005091084762502973,-0.5065390181471121,1761
90,0.13732912545149004,0.032361831069189995,-0.42252691428056977,1761
91,-0.018383887987025446,0.0051300650414596305,-0.43701074253555827,1761
92,-0.1508415110432464,-0.018166794901154026,-0.5144931250399974,1761
93,0.08069808137778937,0.02230976077512503,-0.41443204858882354,1761
94,0.004127216406197813,0.009334927021160011,-0.41509165316814445,1761
95,0.13833527945031893,0.032496497179930195,-0.4317076380077052,1761
96,-0.010329907097571294,0.005826124417203538,-0.5299810354497669,1761
97,-0.17156632676606878,-0.02082930778220793,-0.5201964102258554,1761
98,0.022444627754682665,0.012218630122095453,-0.4693430764585198,1761
99,-0.08847274263064443,-0.006949299793944541,-0.5268091113202791,1761
100,-0.25421483647394666,-0.03449882203667998,-0.5598220865928807,1761
101,0.05335286293174811,0.01728530834374542,-0.4603500775949635,1761
102,-0.09909739549722785,-0.00781305413352118,-0.4416793216581283,1761
103,-0.08578256111218768,-0.006544285913600012,-0.4850592410719624,1761
104,0.009616832934501683,0.010277438283542217,-0.5138481166084068,1761
105,-0.04940512591440328,2.670640877067143e-05,-0.4469555940255374,1761
106,-0.09707041084271187,-0.008139899149255947,-0.5052239210291491,1761
107,0.06914308724412535,0.02042809383020172,-0.4875399281176742,1761
108,0.10684286594686548,0.026831786368482602,-0.4090154364128854,1761
109,0.04585287758968342,0.016329713757123443,-0.4677560744304059,1761
110,-0.022206504360860295,0.004812699503680129,-0.4761561462535201,1761
111,-0.17474682868332592,-0.021774495096448243,-0.5180032863809241,1761
112,-0.13966343114959748,-0.01684874783684487,-0.4682532790321686,1761
113,0.14302633450204352,0.03337919777837972,-0.3897439593006553,1761
114,0.20284967359298858,0.04403032297187326,-0.41123148918165453,1761
115,-0.022456939442532173,0.004523529644442581,-0.4966363062187621,1761
116,0.05250890076599903,0.017430967791382646,-0.4277153034298913,1761
117,-0.0742636290320113,-0.004931094038167938,-0.4898064996088234,1761
118,-0.13250087237233704,-0.014133051953319042,-0.48047752323739834,1761
119,0.0639449534996846,0.01944617086575362,-0.48747016418820877,1761
120,-0.20380497676828147,-0.02632692185504748,-0.5428245619543042,1761
121,-0.020054035001735138,0.0050545377498103505,-0.4679541309105333,1761
122,0.043597694379822624,0.01609559149248385,-0.47033369431233807,1761
123,0.07838406292677401,0.021642535689804454,-0.47822142564223025,1761
124,0.09946258087796607,0.025621864150809026,-0.3849898086881457,1761
125,0.1336526385270352,0.031712601130116314,-0.4585442539088924,1761
126,0.013319813771564883,0.010760341334120627,-0.4799338682929687,1761
127,-0.06353106836651123,-0.0031697910633476933,-0.5100964351769075,1761
128,-0.0011885510920201217,0.007937646367262019,-0.49146077573377267,1761
129,-0.040539816576947524,0.0013251585119811171,-0.43714543068433054,1761
130,0.17148727324659965,0.03837717997106349,-0.3776310330999749,1761
131,-0.12039278457420685,-0.012834623966228698,-0.48795252450495974,1761
132,-0.021204836116853896,0.005025353348393269,-0.42147815754742357,1761
133,0.005202415667003518,0.009212344494319513,-0.472701962782333,1761
134,-0.011518328593013046,0.006209209750380973,-0.5127990136314134,1761
135,0.08680445298879988,0.023616327964588013,-0.4404994621371865,1761
136,-0.09791690322499462,-0.008193981560422725,-0.5012022369874503,1761
