short_notional,is_sharpe,oos_sharpe,full_sharpe,full_vol,full_max_dd
0.0,0.6592346696899852,-0.18790873084989243,0.2873497971380345,0.12792362194885165,-0.3301530928026635
0.25,0.6556860473505509,-0.06104865656242068,0.3339069266543569,0.12477445513830492,-0.31318034549229223
0.5,0.6253484828388487,0.036294009687818464,0.3569142076888801,0.12540327225353462,-0.30504532344461255
0.75,0.5708252908680356,0.12616048683459508,0.3672725884580833,0.12958374385435603,-0.2995834223056336
1.0,0.50448998086264,0.2053015537269405,0.36770792708618366,0.13657750389669096,-0.29565765509561137
1.25,0.4638618926216293,0.27227617879542937,0.37631824662954594,0.14540474490325797,-0.2951916055694992
1.5,0.4071376896635146,0.3274272648291027,0.3708815525171554,0.15664737445711344,-0.33663062340901684
2.0,0.2807370348478032,0.33065120405897774,0.30271360102416195,0.18537607560197694,-0.46262111713163534
