,pct_days_long_populated,pct_days_short_populated,avg_n_long,avg_n_short
2018,0.9760956175298805,0.9960159362549801,2.4820717131474104,111.4780876494024
2019,1.0,1.0,4.722222222222222,112.78968253968254
2020,1.0,1.0,5.822134387351778,121.03952569169961
2021,1.0,1.0,10.484126984126984,110.34126984126983
2022,1.0,1.0,10.119521912350598,99.81673306772909
2023,1.0,1.0,2.7,109.36
2024,1.0,1.0,3.3134920634920637,112.17857142857143
