date,symbol,call,segment,current_price
2021-03-23,AQB,buy,I,7.68
2021-03-23,BFT,sell,L,15.63
2021-03-23,COST,buy,D,340.34
2021-03-23,GTHX,positive,L,21.59
2021-03-23,PLTR,positive,L,23.26
2021-03-23,PTON,sell,L,113.35
2021-03-23,TELL,buy,L,2.36
2021-03-23,WMT,buy,D,133.94
2021-03-24,BAC,positive,L,36.9
2021-03-24,CX,buy,L,6.36
2021-03-24,DDOG,sell,L,81.26
2021-03-24,DVN,positive,L,22.34
2021-03-24,FROG,sell,L,47.63
2021-03-24,GME,sell,F,120.34
2021-03-24,NUE,buy,I,69.47
2021-03-24,STMP,sell,L,181.33
2021-03-24,UNP,buy,D,212.9
2021-03-24,UWMC,buy,I,8.13
2021-03-25,ABT,buy,L,119.05
2021-03-25,FST,buy,L,11.69
2021-03-25,GRWG,buy,I,45.73
2021-03-25,MLM,buy,F,333.23
2021-03-25,NUE,buy,F,72.82
2021-03-25,RH,buy,I,529.08
2021-03-25,SPCE,negative,L,29.58
2021-03-25,YELP,buy,L,38.39
2021-03-29,BA,buy,D,250.52
2021-03-29,DIS,buy,D,184.85
2021-03-29,DOCU,negative,L,197.4
2021-03-29,INSG,buy,I,9.25
2021-03-29,OSCR,sell,L,25.23
2021-03-29,SPWR,negative,L,29.24
2021-03-29,TDOC,positive,L,171.3
2021-03-30,AN,buy,D,94.81
2021-03-30,BA,buy,L,252.01
2021-03-30,CMA,buy,L,72.15
2021-03-30,CVNA,buy,I,254.5
2021-03-30,ERJ,sell,L,9.96
2021-03-30,HD,buy,D,304.82
2021-03-30,KMX,buy,D,135.83
2021-03-30,LAD,buy,D,399.71
2021-03-30,LOW,buy,D,190.02
2021-03-30,M,buy,I,16.57
2021-03-30,MT,sell,L,29.0
2021-03-30,MTW,buy,L,21.12
2021-03-30,NAT,negative,L,3.3
2021-03-30,NCR,buy,L,37.92
2021-03-30,NUE,buy,L,80.39
2021-03-30,RH,buy,D,600.0
2021-03-30,TSCO,buy,D,177.05
2021-03-30,VSTO,buy,I,30.67
2021-03-30,WSM,buy,D,184.0
2021-03-30,Z,buy,L,123.76
2021-03-31,AAPL,buy,D,122.15
2021-03-31,CLF,buy,D,20.11
2021-03-31,CTAS,buy,L,341.31
2021-03-31,HIMX,negative,L,13.65
2021-03-31,HYLN,negative,L,10.67
2021-03-31,MHO,buy,L,59.07
2021-03-31,NCNO,buy,I,66.72
2021-03-31,PTON,positive,D,112.44
2021-03-31,RNG,negative,D,297.88
2021-03-31,SNOW,negative,D,229.28
2021-03-31,THBR,buy,I,10.42
2021-03-31,TSCO,buy,D,177.08
2021-03-31,TSM,buy,L,118.28
2021-03-31,VIAC,sell,L,45.1
2021-03-31,Z,buy,D,129.64
2021-03-31,ZS,negative,D,171.67
2021-04-01,AMAT,buy,D,141.52
2021-04-01,AMC,buy,F,9.36
2021-04-01,CAG,buy,D,37.29
2021-04-01,CAN,sell,L,22.0
2021-04-01,CAT,buy,L,232.74
2021-04-01,KMX,negative,D,123.31
2021-04-01,LEVI,buy,D,23.69
2021-04-01,MU,buy,I,92.41
2021-04-01,PAYX,positive,D,98.76
2021-04-01,QS,buy,I,49.3
2021-04-01,STZ,positive,D,229.62
2021-04-01,TSLA,buy,L,661.75
2021-04-01,TSM,buy,L,124.8
2021-04-05,AAPL,buy,D,125.9
2021-04-05,F,buy,D,12.7
2021-04-05,FB,buy,D,308.91
2021-04-05,FSLY,buy,L,68.85
2021-04-05,GM,buy,D,61.04
2021-04-05,GOEV,negative,L,8.47
2021-04-05,MKTX,buy,I,520.0
2021-04-05,MSFT,buy,D,249.07
2021-04-05,NCLH,buy,I,29.71
2021-04-05,NFLX,buy,D,540.67
2021-04-05,NIO,negative,L,39.31
2021-04-05,PLUG,negative,L,33.44
2021-04-05,RVP,sell,L,11.98
2021-04-05,TSLA,positive,D,691.05
2021-04-05,TSM,buy,L,124.5
2021-04-06,AMT,sell,L,243.58
2021-04-06,CCI,buy,L,176.62
2021-04-06,F,buy,D,12.92
2021-04-06,GM,buy,D,61.94
2021-04-06,HON,buy,I,219.19
2021-04-06,MP,buy,L,34.14
2021-04-06,NCLH,buy,D,31.08
2021-04-06,NOW,buy,I,509.08
2021-04-06,OCGN,buy,L,6.35
2021-04-06,STZ,buy,D,236.3
2021-04-06,WMT,buy,D,140.1
2021-04-06,WYNN,buy,D,136.37
2021-04-06,YUM,buy,D,114.08
2021-04-07,AMAT,buy,I,139.14
2021-04-07,BILL,buy,L,151.47
2021-04-07,CHWY,buy,L,81.85
2021-04-07,CSCO,buy,L,51.77
2021-04-07,ELY,buy,L,27.34
2021-04-07,ETSY,buy,D,204.02
2021-04-07,FSR,buy,L,16.02
2021-04-07,HD,buy,D,312.47
2021-04-07,JNPR,negative,L,25.42
2021-04-07,KR,buy,L,37.15
2021-04-07,LOW,buy,D,193.67
2021-04-07,MKC,buy,D,89.16
2021-04-07,OKTA,buy,I,222.56
2021-04-07,PAYX,buy,I,94.81
2021-04-07,PXD,buy,L,153.53
2021-04-07,RDS.A,sell,L,40.39
2021-04-07,RH,buy,D,587.56
2021-04-07,SWK,buy,D,200.24
2021-04-07,WMT,buy,D,139.8
2021-04-07,WOOF,negative,L,21.16
2021-04-07,WSM,buy,D,178.61
2021-04-08,BA,buy,L,254.95
2021-04-08,CAT,buy,D,230.48
2021-04-08,INMD,buy,L,80.7
2021-04-08,INO,negative,L,8.8
2021-04-08,LEVI,buy,I,25.02
2021-04-08,ROKU,positive,D,372.68
2021-04-08,RPRX,positive,L,41.94
2021-04-08,STPK,buy,L,29.17
2021-04-08,STZ,buy,I,224.21
2021-04-08,VZ,buy,L,57.6
2021-04-08,WYNN,buy,I,133.49
2021-04-08,XL,sell,L,8.57
2021-04-12,BA,buy,F,249.52
2021-04-12,COST,buy,D,364.81
2021-04-12,CSCO,buy,L,51.57
2021-04-12,DRI,buy,D,143.69
2021-04-12,FCEL,sell,L,11.39
2021-04-12,GPK,sell,L,18.33
2021-04-12,HON,buy,F,228.6
2021-04-12,MSFT,buy,F,255.91
2021-04-12,NVDA,buy,F,608.36
2021-04-12,PLNT,buy,D,85.5
2021-04-12,RUTH,buy,L,24.77
2021-04-12,SBUX,buy,D,113.81
2021-04-12,T,sell,L,29.96
2021-04-12,YUM,buy,D,116.42
2021-04-13,APHA,sell,L,14.85
2021-04-13,BAC,positive,D,39.32
2021-04-13,BMBL,buy,L,59.52
2021-04-13,CME,buy,L,205.86
2021-04-13,DKNG,buy,D,59.24
2021-04-13,KRTX,positive,L,111.05
2021-04-13,LOGI,buy,D,109.49
2021-04-13,MAT,positive,D,20.35
2021-04-13,NVCR,buy,I,197.33
2021-04-13,PLUG,negative,L,29.29
2021-04-13,REGN,positive,L,477.04
2021-04-13,WY,buy,L,37.42
2021-04-14,AAPL,buy,F,132.03
2021-04-14,ABNB,buy,D,176.43
2021-04-14,AMRN,negative,L,5.11
2021-04-14,AMWL,sell,D,17.23
2021-04-14,ASAN,sell,D,33.42
2021-04-14,COIN,buy,F,328.28
2021-04-14,FROG,positive,D,51.96
2021-04-14,GDRX,buy,D,37.67
2021-04-14,GOEV,sell,F,9.16
2021-04-14,HGEN,sell,L,15.38
2021-04-14,KEYS,buy,L,143.42
2021-04-14,LMND,buy,D,88.6
2021-04-14,NCNO,positive,D,70.02
2021-04-14,NKLA,sell,F,11.75
2021-04-14,PAR,buy,I,77.75
2021-04-14,PLTR,negative,D,23.7
2021-04-14,PSFE,buy,L,13.73
2021-04-14,RBLX,buy,D,75.35
2021-04-14,REGN,buy,L,481.16
2021-04-14,RIDE,sell,F,10.86
2021-04-14,RMO,sell,F,8.9
2021-04-14,SNOW,positive,D,229.14
2021-04-14,TMDX,sell,L,29.13
2021-04-14,U,sell,D,101.12
2021-04-14,XL,sell,F,7.12
2021-04-14,XLNX,buy,L,123.61
2021-04-15,AEO,buy,I,34.33
2021-04-15,AEP,buy,L,87.81
2021-04-15,BAC,buy,D,38.74
2021-04-15,BIG,buy,L,67.39
2021-04-15,C,positive,D,72.54
2021-04-15,GS,buy,D,338.55
2021-04-15,GSK,positive,D,37.69
2021-04-15,JBLU,buy,L,20.69
2021-04-15,JMIA,sell,L,34.23
2021-04-15,JNJ,positive,D,160.39
2021-04-15,JPM,buy,D,152.17
2021-04-15,LLY,positive,D,185.92
2021-04-15,MP,negative,L,31.66
2021-04-15,NEO,buy,L,49.54
2021-04-15,OKTA,buy,D,274.25
2021-04-15,ORI,buy,L,23.52
2021-04-15,QS,positive,L,35.85
2021-04-15,TWLO,buy,D,389.89
2021-04-15,UNH,buy,D,390.01
2021-04-15,VST,sell,L,17.92
2021-04-15,WFC,positive,D,42.24
2021-04-16,ABT,buy,D,124.35
2021-04-16,AXP,buy,D,149.99
2021-04-16,BMY,buy,D,65.46
2021-04-16,DHR,buy,D,243.06
2021-04-16,DOW,buy,D,64.68
2021-04-16,FVRR,buy,L,216.17
2021-04-16,HON,buy,D,232.11
2021-04-16,IBM,negative,D,133.59
2021-04-16,IIPR,buy,L,184.94
2021-04-16,INTC,negative,D,64.75
2021-04-16,JNJ,positive,D,162.24
2021-04-16,KO,positive,D,53.68
2021-04-16,LAD,buy,L,388.03
2021-04-16,LRCX,buy,D,643.71
2021-04-16,MILE,buy,I,7.97
2021-04-16,NFLX,buy,D,546.54
2021-04-16,NUE,buy,D,79.5
2021-04-16,PG,negative,D,137.25
2021-04-16,QS,buy,I,35.52
2021-04-16,TMUS,buy,D,133.05
2021-04-16,UAL,buy,D,55.87
2021-04-16,UNFI,negative,L,35.98
2021-04-16,UNP,buy,D,222.71
2021-04-16,UPST,buy,L,104.65
2021-04-16,VZ,negative,D,58.28
2021-04-16,WIX,buy,L,295.25
2021-04-16,WWE,buy,L,56.36
2021-04-19,AEO,buy,D,35.16
2021-04-19,AGC,buy,F,13.16
2021-04-19,BAC,buy,L,39.17
2021-04-19,EXPI,positive,L,33.95
2021-04-19,GME,sell,D,164.37
2021-04-19,GPS,buy,D,32.41
2021-04-19,JPM,buy,L,152.65
2021-04-19,LB,buy,D,65.9
2021-04-19,MVIS,sell,L,10.5
2021-04-19,PENN,buy,L,93.0
2021-04-19,PFSI,positive,L,59.12
2021-04-19,RH,buy,L,641.44
2021-04-19,STZ,buy,F,237.6
2021-04-19,UWMC,buy,L,7.5
2021-04-19,WSM,buy,L,168.94
2021-04-21,AAPL,buy,D,133.5
2021-04-21,BSX,buy,L,42.31
2021-04-21,CLF,buy,L,17.05
2021-04-21,EW,buy,L,95.24
2021-04-21,FB,positive,D,301.47
2021-04-21,ISRG,buy,L,891.38
2021-04-21,KSU,buy,D,297.65
2021-04-21,MDT,buy,L,130.25
2021-04-21,MRVL,buy,I,47.48
2021-04-21,NFLX,buy,F,508.9
2021-04-21,PPG,buy,I,173.57
2021-04-21,RBC,buy,L,146.45
2021-04-21,SNAP,buy,L,58.3
2021-04-21,XM,buy,I,33.82
2021-04-22,ALGN,buy,L,615.31
2021-04-22,INSG,negative,L,8.91
2021-04-22,INTC,buy,I,62.57
2021-04-22,LAZR,positive,L,18.79
2021-04-22,MAT,buy,I,20.88
2021-04-22,NSRGY,buy,I,119.71
2021-04-22,OSCR,sell,L,22.75
2021-04-22,TTCF,buy,L,16.68
2021-04-22,UNH,buy,L,396.54
2021-04-23,AAPL,buy,D,134.32
2021-04-23,AEP,buy,I,87.7
2021-04-23,AXP,positive,D,144.33
2021-04-23,BA,positive,D,238.38
2021-04-23,CHPT,negative,L,24.38
2021-04-23,CL,negative,D,79.79
2021-04-23,CLNE,sell,L,10.39
2021-04-23,CLX,negative,D,188.54
2021-04-23,CVX,buy,D,101.55
2021-04-23,F,buy,D,12.22
2021-04-23,FB,positive,D,301.13
2021-04-23,HON,positive,D,224.5
2021-04-23,MSFT,buy,D,261.15
2021-04-23,MWK,sell,L,23.77
2021-04-23,NUE,buy,I,77.83
2021-04-23,PLTR,positive,L,23.41
2021-04-23,PSFE,buy,L,13.5
2021-04-23,PXD,buy,D,146.45
2021-04-23,RACE,buy,L,215.9
2021-04-23,SBUX,negative,D,117.56
2021-04-23,SONO,buy,L,41.34
2021-04-23,SRNE,negative,L,7.59
2021-04-23,SWBI,sell,L,17.78
2021-04-23,SWKS,buy,I,190.92
2021-04-23,TSLA,buy,D,729.4
2021-04-23,WHR,buy,L,238.94
2021-04-23,XOM,sell,D,55.57
2021-04-26,AMC,positive,D,11.5
2021-04-26,AXP,buy,D,150.34
2021-04-26,CLF,buy,I,18.93
2021-04-26,CVX,positive,L,101.52
2021-04-26,FLO,negative,L,23.84
2021-04-26,HIG,buy,I,68.69
2021-04-26,MVIS,positive,L,26.44
2021-04-26,NTRA,buy,L,115.92
2021-04-26,OTIS,buy,D,76.27
2021-04-26,SU,negative,L,20.54
2021-04-26,SWKS,buy,D,199.66
2021-04-26,TSCO,buy,I,190.95
2021-04-26,USB,positive,L,57.79
2021-04-26,VERU,buy,L,9.43
2021-04-26,WISH,buy,L,14.16
2021-04-27,AAP,buy,L,197.28
2021-04-27,AAPL,buy,D,134.39
2021-04-27,ABBV,buy,D,111.44
2021-04-27,ATVI,buy,L,91.6
2021-04-27,BABA,buy,L,235.92
2021-04-27,BIDU,buy,L,216.4
2021-04-27,CCI,buy,D,184.74
2021-04-27,CNC,buy,I,61.31
2021-04-27,COTY,positive,L,10.22
2021-04-27,CVX,buy,D,102.7
2021-04-27,DKNG,buy,L,59.13
2021-04-27,DOW,buy,D,62.65
2021-04-27,EL,buy,L,315.5
2021-04-27,ENPH,positive,L,171.1
2021-04-27,F,buy,D,12.49
2021-04-27,FUTU,sell,L,146.6
2021-04-27,GS,buy,D,346.63
2021-04-27,HON,buy,D,222.93
2021-04-27,IBM,buy,D,142.01
2021-04-27,JD,buy,L,78.46
2021-04-27,KMI,buy,D,17.0
2021-04-27,LYB,buy,D,104.91
2021-04-27,MVIS,positive,D,20.16
2021-04-27,NFLX,buy,D,505.55
2021-04-27,PFE,buy,D,38.45
2021-04-27,PXD,buy,D,151.07
2021-04-27,RKT,buy,L,22.9
2021-04-27,SPG,buy,D,122.36
2021-04-27,T,buy,D,30.77
2021-04-27,UNP,buy,D,225.73
2021-04-27,UPS,buy,D,194.13
2021-04-27,WFC,buy,D,45.09
2021-04-27,XL,sell,L,7.09
2021-04-28,AAPL,buy,D,133.58
2021-04-28,AMD,buy,D,84.02
2021-04-28,COIN,positive,L,298.05
2021-04-28,CRM,buy,I,236.88
2021-04-28,F,buy,I,12.43
2021-04-28,FB,buy,D,307.1
2021-04-28,INO,sell,L,7.08
2021-04-28,K,sell,L,62.06
2021-04-28,LESL,negative,L,29.18
2021-04-28,MDLZ,buy,L,60.88
2021-04-28,MSFT,buy,D,254.56
2021-04-28,OCGN,sell,L,11.21
2021-04-28,PLUG,sell,L,28.86
2021-04-28,POOL,buy,L,415.29
2021-04-28,SBUX,buy,D,112.4
2021-04-28,SPOT,buy,D,256.84
2021-04-28,SWK,buy,I,206.55
2021-04-28,YUM,buy,I,117.57
2021-04-29,ALGN,buy,I,604.34
2021-04-29,AVNT,negative,L,50.21
2021-04-29,CAT,buy,I,227.47
2021-04-29,DOW,buy,L,64.06
2021-04-29,DPZ,buy,I,415.98
2021-04-29,F,buy,F,11.26
2021-04-29,GE,buy,L,13.21
2021-04-29,GNW,sell,L,4.38
2021-04-29,HON,buy,L,223.9
2021-04-29,JBLU,sell,L,19.91
2021-04-29,JCOM,buy,L,122.65
2021-04-29,LUV,buy,L,62.27
2021-04-29,NGA,negative,L,18.5
2021-04-29,TSLA,buy,L,677.0
2021-04-29,VTRS,sell,L,13.36
2021-04-29,WOOF,buy,L,24.76
2021-04-30,ACAD,buy,L,20.56
2021-04-30,AMC,positive,D,10.03
2021-04-30,BC,buy,I,107.13
2021-04-30,CLX,buy,I,182.5
2021-04-30,CVS,buy,D,76.4
2021-04-30,DD,buy,D,77.11
2021-04-30,EL,buy,D,313.8
2021-04-30,FANG,positive,D,81.73
2021-04-30,GM,buy,D,57.22
2021-04-30,LMND,buy,L,90.4
2021-04-30,LOGI,buy,I,110.88
2021-04-30,MILE,negative,L,9.31
2021-04-30,MRK,negative,D,74.5
2021-04-30,PENN,positive,D,89.12
2021-04-30,PFE,positive,D,38.65
2021-04-30,PINS,negative,L,66.37
2021-04-30,PTON,positive,D,98.35
2021-04-30,PYPL,buy,D,262.29
2021-04-30,REGN,buy,D,481.3
2021-04-30,ROKU,positive,D,342.97
2021-04-30,SMG,buy,D,231.16
2021-04-30,TMUS,buy,D,132.13
2021-04-30,TWLO,buy,D,367.8
2021-04-30,UNP,buy,D,222.09
2021-04-30,VIAC,negative,D,41.02
2021-05-03,AA,buy,L,37.61
2021-05-03,AEO,buy,D,36.3
2021-05-03,AMTX,positive,L,18.01
2021-05-03,BC,buy,D,110.86
2021-05-03,COST,buy,D,379.32
2021-05-03,CWH,buy,D,44.01
2021-05-03,GPS,buy,D,35.47
2021-05-03,GRWG,buy,L,43.78
2021-05-03,HYFM,negative,L,65.39
2021-05-03,IPOE,sell,L,16.37
2021-05-03,LB,buy,D,67.63
2021-05-03,LCII,buy,D,148.59
2021-05-03,LDL,buy,I,37.11
2021-05-03,LOW,buy,D,199.2
2021-05-03,NVCR,buy,L,202.56
2021-05-03,PENN,buy,L,90.47
2021-05-03,PLTR,negative,L,22.3
2021-05-03,PVH,buy,D,116.64
2021-05-03,RH,buy,D,699.05
2021-05-03,RL,buy,D,136.31
2021-05-03,SHW,buy,L,277.91
2021-05-03,SWK,buy,D,210.57
2021-05-03,THO,buy,D,145.25
2021-05-03,VFC,buy,D,89.83
2021-05-03,WGO,buy,D,81.53
2021-05-03,WHR,buy,D,240.95
2021-05-03,WMT,buy,D,142.12
2021-05-03,XPO,buy,I,141.0
2021-05-04,AMAT,buy,L,128.72
2021-05-04,BABA,buy,L,227.9
2021-05-04,BIDU,positive,L,199.98
2021-05-04,BMY,positive,D,63.95
2021-05-04,BTI,sell,L,37.83
2021-05-04,CLF,positive,D,20.36
2021-05-04,DD,positive,D,79.5
2021-05-04,FCX,positive,D,39.22
2021-05-04,FDX,buy,D,304.28
2021-05-04,GNRC,buy,L,312.99
2021-05-04,GT,buy,I,18.28
2021-05-04,HD,buy,L,332.77
2021-05-04,IIVI,buy,L,64.56
2021-05-04,LB,buy,D,65.85
2021-05-04,LLY,buy,D,188.2
2021-05-04,LOW,buy,L,200.3
2021-05-04,MRK,positive,D,75.99
2021-05-04,NNDM,buy,L,6.98
2021-05-04,NUE,positive,D,89.66
2021-05-04,SCI,buy,L,56.71
2021-05-04,SMP,positive,L,44.15
2021-05-04,UFPI,buy,L,87.76
2021-05-04,UPS,buy,D,214.31
2021-05-04,WM,buy,D,140.88
2021-05-04,ZBRA,buy,I,470.62
2021-05-05,AAPL,buy,D,128.1
2021-05-05,BBBY,buy,I,24.39
2021-05-05,CRNC,negative,L,93.25
2021-05-05,F,buy,F,11.61
2021-05-05,FB,buy,D,315.02
2021-05-05,FSLY,sell,L,58.06
2021-05-05,MEDP,buy,L,164.04
2021-05-05,MS,buy,L,84.51
2021-05-05,MSFT,buy,D,246.47
2021-05-05,NFLX,buy,D,496.08
2021-05-05,PD,buy,I,39.01
2021-05-05,TRTN,buy,L,51.92
2021-05-05,TT,buy,I,178.72
2021-05-05,WFC,buy,L,45.94
2021-05-06,AEP,buy,L,88.12
2021-05-06,ATKR,buy,L,86.69
2021-05-06,AUPH,negative,L,12.34
2021-05-06,CAT,buy,D,237.07
2021-05-06,CHWY,buy,L,71.51
2021-05-06,CLF,buy,D,20.46
2021-05-06,CVX,positive,D,109.02
2021-05-06,ED,sell,L,77.86
2021-05-06,ERIC,negative,L,13.69
2021-05-06,ETSY,buy,I,157.68
2021-05-06,FCX,buy,D,42.07
2021-05-06,IIPR,buy,L,180.3
2021-05-06,KMI,positive,D,17.65
2021-05-06,MSGE,buy,L,86.75
2021-05-06,NOK,positive,L,4.87
2021-05-06,NUE,buy,D,95.69
2021-05-06,PING,buy,I,24.46
2021-05-06,PXD,positive,D,164.94
2021-05-06,PZZA,buy,I,100.89
2021-05-06,WOOF,buy,L,23.85
2021-05-07,AAL,positive,L,22.0
2021-05-07,ABNB,buy,D,151.21
2021-05-07,BABA,buy,D,225.31
2021-05-07,BMBL,buy,D,57.99
2021-05-07,CALX,positive,L,48.0
2021-05-07,CMCSA,buy,L,58.11
2021-05-07,CNC,buy,D,70.45
2021-05-07,COIN,negative,D,263.7
2021-05-07,DASH,buy,D,124.89
2021-05-07,DIS,buy,D,184.84
2021-05-07,DKNG,buy,D,48.42
2021-05-07,ELAN,buy,I,32.88
2021-05-07,EPD,buy,L,23.25
2021-05-07,FIS,buy,L,151.59
2021-05-07,GMBL,buy,L,11.4
2021-05-07,GRWG,buy,D,43.07
2021-05-07,HNST,buy,F,19.08
2021-05-07,LAZR,negative,L,20.84
2021-05-07,LUV,buy,L,61.66
2021-05-07,MAR,buy,D,146.69
2021-05-07,NUE,buy,D,98.76
2021-05-07,OXY,buy,D,27.39
2021-05-07,PENN,buy,D,86.62
2021-05-07,PLNT,buy,I,77.14
2021-05-07,PLTR,buy,D,19.75
2021-05-07,RBLX,negative,D,67.9
2021-05-07,RIGL,negative,L,3.38
2021-05-07,SPG,buy,D,124.94
2021-05-07,SQ,buy,L,233.35
2021-05-07,TSN,positive,D,78.82
2021-05-07,VZIO,positive,D,26.46
2021-05-07,WEN,positive,D,22.8
2021-05-10,AYX,buy,I,78.57
2021-05-10,CWH,buy,D,45.17
2021-05-10,DHI,buy,D,104.45
2021-05-10,GM,buy,D,57.41
2021-05-10,GPS,buy,D,35.66
2021-05-10,HA,positive,L,24.03
2021-05-10,HD,buy,D,341.12
2021-05-10,HOMB,buy,L,27.93
2021-05-10,LUV,buy,L,61.35
2021-05-10,MPC,buy,L,59.81
2021-05-10,NSC,buy,D,290.35
2021-05-10,NWL,buy,D,29.27
2021-05-10,PEP,buy,D,146.72
2021-05-10,PXD,buy,D,167.58
2021-05-10,RNG,buy,I,260.39
2021-05-10,TDOC,negative,L,141.05
2021-05-10,TSLA,buy,D,629.04
2021-05-10,V,buy,D,225.97
2021-05-11,ABT,buy,I,118.39
2021-05-11,AFRM,buy,I,55.45
2021-05-11,ALLY,buy,L,52.45
2021-05-11,AVGO,buy,L,440.07
2021-05-11,DISCA,negative,L,36.79
2021-05-11,EPD,buy,L,23.15
2021-05-11,ET,buy,L,9.53
2021-05-11,GOEV,sell,L,7.92
2021-05-11,GPS,buy,L,35.29
2021-05-11,HPQ,negative,D,33.59
2021-05-11,JCOM,buy,I,122.83
2021-05-11,KMI,buy,L,17.97
2021-05-11,LEVI,buy,L,29.64
2021-05-11,RBLX,buy,I,77.65
2021-05-11,TSLA,buy,D,617.2
2021-05-11,UEC,sell,L,3.04
2021-05-11,ZM,negative,D,300.25
2021-05-12,BOMN,negative,L,25.29
2021-05-12,BRK.B,buy,L,282.91
2021-05-12,FUBO,sell,L,19.38
2021-05-12,NLOK,buy,I,25.03
2021-05-12,ROKU,negative,D,308.03
2021-05-12,SI,positive,L,80.82
2021-05-12,SQ,negative,D,206.67
2021-05-12,TDOC,negative,D,140.08
2021-05-12,TSLA,negative,D,589.89
2021-05-12,WYNN,buy,I,120.91
2021-05-12,ZM,negative,D,289.7
2021-05-13,AEVA,sell,L,7.06
2021-05-13,BEP,positive,L,34.77
2021-05-13,COIN,buy,I,265.1
2021-05-13,CVX,buy,L,106.68
2021-05-13,DASH,buy,I,115.49
2021-05-13,JAZZ,buy,L,178.16
2021-05-13,PXD,buy,L,151.87
2021-05-13,SONO,buy,I,33.83
2021-05-13,SU,sell,L,22.63
2021-05-14,ABNB,buy,L,141.2
2021-05-14,ADI,positive,D,149.61
2021-05-14,AMAT,positive,D,124.83
2021-05-14,BOOT,buy,L,78.32
2021-05-14,DE,negative,D,384.0
2021-05-14,DUK,buy,D,103.06
2021-05-14,FIVN,buy,I,164.5
2021-05-14,FL,negative,D,64.6
2021-05-14,FSR,positive,D,10.5
2021-05-14,H,negative,L,79.23
2021-05-14,HD,buy,D,323.63
2021-05-14,HRL,negative,D,46.58
2021-05-14,KSS,negative,D,61.32
2021-05-14,LOW,buy,D,198.91
2021-05-14,M,negative,D,18.08
2021-05-14,MMND,negative,L,0.25
2021-05-14,PANW,buy,D,336.82
2021-05-14,RADA,negative,L,11.47
2021-05-14,RIDE,sell,D,7.33
2021-05-14,RL,buy,D,136.48
2021-05-14,RTX,buy,L,85.88
2021-05-14,SEAH,buy,L,10.12
2021-05-14,STZ,buy,I,234.44
2021-05-14,TGT,buy,D,211.16
2021-05-14,TJX,buy,D,72.43
2021-05-14,TTWO,buy,D,166.99
2021-05-14,VFC,negative,D,85.44
2021-05-14,WMT,buy,D,139.52
2021-05-14,WOOF,buy,D,24.66
2021-05-14,ZNGA,buy,L,10.23
2021-05-17,ABNB,positive,D,132.5
2021-05-17,AFL,negative,L,56.42
2021-05-17,AMD,buy,D,74.65
2021-05-17,ANTM,buy,L,393.66
2021-05-17,BYND,buy,L,102.51
2021-05-17,COIN,negative,D,248.24
2021-05-17,CRM,buy,D,215.06
2021-05-17,EBS,sell,L,60.29
2021-05-17,ETSY,negative,D,165.18
2021-05-17,GNRC,buy,I,293.95
2021-05-17,HUM,buy,L,450.46
2021-05-17,HYFM,buy,I,57.37
2021-05-17,NVDA,buy,D,566.62
2021-05-17,RBLX,positive,D,76.93
2021-05-17,ROKU,positive,D,312.43
2021-05-17,SNOW,positive,L,212.65
2021-05-17,SQ,negative,D,202.92
2021-05-17,T,negative,D,31.37
2021-05-17,THCB,negative,L,10.57
2021-05-17,UMC,buy,L,8.17
2021-05-17,UNH,buy,L,408.63
2021-05-18,ABNB,buy,D,135.02
2021-05-18,DIS,buy,D,169.68
2021-05-18,EL,buy,D,296.2
2021-05-18,HBIO,buy,L,7.32
2021-05-18,HD,positive,D,316.75
2021-05-18,HEAR,negative,L,28.83
2021-05-18,LOGI,buy,L,107.1
2021-05-18,M,positive,D,19.09
2021-05-18,MEG,buy,L,50.38
2021-05-18,NCLH,buy,D,29.23
2021-05-18,OKE,buy,L,53.98
2021-05-18,OTIS,positive,D,78.6
2021-05-18,PLUG,buy,I,27.02
2021-05-18,RIOT,positive,L,25.56
2021-05-18,RTX,buy,I,85.38
2021-05-18,SIG,buy,I,62.77
2021-05-18,T,sell,D,29.55
2021-05-18,ULTA,positive,D,326.88
2021-05-18,VIAC,negative,L,40.16
2021-05-18,WMT,positive,D,141.91
2021-05-18,WYNN,buy,D,126.14
2021-05-19,AMC,negative,D,12.64
2021-05-19,AMD,buy,D,76.23
2021-05-19,BLNK,negative,L,31.97
2021-05-19,CRNC,sell,L,82.88
2021-05-19,CSCO,buy,I,52.47
2021-05-19,CSGP,negative,L,829.06
2021-05-19,GFL,buy,I,31.93
2021-05-19,GME,negative,D,168.83
2021-05-19,GSK,negative,L,39.25
2021-05-19,LAC,sell,L,13.38
2021-05-19,MRVL,buy,L,44.51
2021-05-19,MVIS,sell,L,13.98
2021-05-19,ORCL,buy,L,78.74
2021-05-19,TGT,buy,D,219.01
2021-05-19,TTWO,buy,I,179.35
2021-05-20,AMC,negative,D,12.55
2021-05-20,BAC,buy,I,41.87
2021-05-20,CSCO,positive,D,52.85
2021-05-20,GME,negative,D,170.49
2021-05-20,GOLD,buy,I,24.81
2021-05-20,HYLN,positive,L,9.75
2021-05-20,LAD,buy,L,338.74
2021-05-20,PANW,buy,I,342.59
2021-05-20,PEP,buy,L,147.23
2021-05-20,PSFE,buy,L,12.07
2021-05-20,SFT,negative,L,7.54
2021-05-20,UTZ,sell,L,23.24
2021-05-21,AEO,buy,D,32.75
2021-05-21,BBY,negative,D,114.93
2021-05-21,BC,buy,D,99.34
2021-05-21,BIG,buy,D,64.19
