date,symbol,call,segment,current_price
2020-06-11,AAPL,buy,D,335.9
2020-06-11,ADBE,buy,I,387.67
2020-06-11,AVGO,buy,D,293.75
2020-06-11,COST,buy,D,300.83
2020-06-11,HD,buy,D,239.47
2020-06-11,HHC,sell,L,56.9
2020-06-11,LDOS,negative,L,100.37
2020-06-11,LHX,buy,I,196.51
2020-06-11,PEP,buy,D,127.84
2020-06-11,PVH,buy,I,52.72
2020-06-11,RTX,buy,L,62.85
2020-06-11,SWBI,negative,L,17.27
2020-06-12,ADBE,buy,F,406.54
2020-06-12,AWR,buy,L,76.49
2020-06-12,AZN,buy,L,51.47
2020-06-12,BABA,buy,L,217.64
2020-06-12,CAH,sell,L,52.89
2020-06-12,CHGG,buy,F,56.9
2020-06-12,CNC,buy,I,61.94
2020-06-12,CRM,buy,F,175.11
2020-06-12,CVX,buy,L,92.39
2020-06-12,DXC,sell,L,16.27
2020-06-12,EOG,buy,L,52.57
2020-06-12,JBL,buy,D,30.8
2020-06-12,KMX,buy,D,89.98
2020-06-12,KR,negative,D,32.26
2020-06-12,LEN,positive,D,59.25
2020-06-12,PE,buy,L,10.93
2020-06-12,SNE,buy,L,68.29
2020-06-12,TSLA,buy,D,935.28
2020-06-12,VMW,buy,F,135.85
2020-06-12,XOM,negative,L,47.17
2020-06-12,ZUO,buy,I,12.42
2020-06-15,ACB,sell,L,13.25
2020-06-15,AMT,negative,L,262.49
2020-06-15,CGC,positive,L,16.75
2020-06-15,CPB,buy,I,48.38
2020-06-15,FCEL,sell,L,2.54
2020-06-15,HTZ,sell,F,1.88
2020-06-15,NEM,buy,I,56.85
2020-06-15,SPCE,sell,L,15.32
2020-06-15,SWKS,buy,L,127.24
2020-06-15,TRGP,sell,L,21.96
2020-06-16,AGI,sell,L,7.65
2020-06-16,CAT,negative,D,130.11
2020-06-16,CGC,positive,I,17.8
2020-06-16,COST,positive,F,301.36
2020-06-16,COTY,sell,L,5.04
2020-06-16,EL,buy,L,196.2
2020-06-16,ELY,buy,L,16.43
2020-06-16,ET,sell,L,8.25
2020-06-16,GOLD,buy,L,24.38
2020-06-16,MCD,buy,I,190.32
2020-06-16,MLM,positive,D,214.13
2020-06-16,NEM,buy,L,55.95
2020-06-16,NOK,buy,L,4.34
2020-06-16,NUE,buy,D,44.59
2020-06-16,PINS,buy,L,22.2
2020-06-16,USCR,negative,D,28.33
2020-06-16,VMC,negative,D,123.15
2020-06-16,YETI,buy,L,37.1
2020-06-17,BYND,buy,D,156.34
2020-06-17,CAG,buy,D,34.3
2020-06-17,CLX,buy,D,212.0
2020-06-17,CWH,buy,D,25.34
2020-06-17,DKNG,negative,L,40.72
2020-06-17,FUN,buy,L,34.59
2020-06-17,HD,buy,D,250.85
2020-06-17,LOW,buy,D,135.65
2020-06-17,MAS,buy,D,48.38
2020-06-17,NFLX,buy,D,447.77
2020-06-17,NVAX,negative,L,55.41
2020-06-17,NVDA,buy,L,369.44
2020-06-17,ORI,buy,L,16.51
2020-06-17,QDEL,negative,L,207.17
2020-06-17,RPRX,buy,F,48.61
2020-06-17,SIX,sell,L,23.59
2020-06-17,STM,buy,L,26.97
2020-06-17,SWK,buy,D,135.31
2020-06-17,THO,buy,D,114.03
2020-06-17,TTWO,buy,D,138.92
2020-06-17,UNP,buy,I,171.17
2020-06-18,AMC,buy,I,5.63
2020-06-18,CLX,buy,D,214.59
2020-06-18,CSGP,sell,L,701.18
2020-06-18,CVNA,buy,D,122.98
2020-06-18,GE,negative,L,7.28
2020-06-18,GS,buy,L,203.84
2020-06-18,GT,sell,L,8.6
2020-06-18,KMX,buy,D,97.91
2020-06-18,KR,buy,D,31.81
2020-06-18,MKC,buy,D,173.88
2020-06-18,NFLX,buy,D,449.87
2020-06-18,NUE,buy,D,43.52
2020-06-18,PANW,buy,D,230.33
2020-06-18,PRTS,negative,L,8.78
2020-06-18,PTON,buy,D,51.08
2020-06-18,PYPL,buy,D,168.05
2020-06-18,ROKU,buy,D,127.79
2020-06-18,SHOP,buy,D,863.56
2020-06-18,SQ,buy,D,98.27
2020-06-18,UPWK,buy,L,12.44
2020-06-18,VMW,buy,I,143.43
2020-06-18,WLK,buy,D,53.82
2020-06-18,Z,buy,L,61.34
2020-06-18,ZM,buy,D,241.57
2020-06-22,AAPL,buy,D,358.87
2020-06-22,ADBE,buy,D,438.64
2020-06-22,ATVI,buy,D,76.12
2020-06-22,BABA,buy,L,221.41
2020-06-22,CAT,negative,L,125.79
2020-06-22,CERS,buy,L,6.55
2020-06-22,CHKP,buy,I,106.51
2020-06-22,CLX,buy,D,216.9
2020-06-22,CPB,buy,D,49.81
2020-06-22,DIS,buy,D,115.92
2020-06-22,FCX,positive,D,10.79
2020-06-22,HD,buy,D,249.16
2020-06-22,NKE,positive,D,99.51
2020-06-22,NOW,buy,D,402.82
2020-06-22,REGN,buy,D,628.48
2020-06-22,RUN,sell,L,19.97
2020-06-22,SHOP,buy,D,904.81
2020-06-22,SPOT,buy,F,236.06
2020-06-22,TSLA,buy,L,994.32
2020-06-22,UNM,sell,L,16.41
2020-06-22,YNDX,buy,L,46.94
2020-06-22,ZM,buy,D,251.27
2020-06-23,AAPL,buy,D,366.53
2020-06-23,AGEN,negative,L,4.15
2020-06-23,ALK,positive,L,36.83
2020-06-23,AZN,buy,L,54.25
2020-06-23,ERI,sell,L,44.0
2020-06-23,HAL,sell,L,13.0
2020-06-23,INSG,buy,L,10.48
2020-06-23,LE,buy,I,9.4
2020-06-23,LUV,buy,L,34.75
2020-06-23,MRNA,positive,D,62.94
2020-06-23,PENN,buy,L,36.82
2020-06-23,SAVE,positive,D,18.78
2020-06-23,SNAP,positive,D,23.67
2020-06-23,TSM,buy,L,56.76
2020-06-24,AAPL,buy,D,360.06
2020-06-24,AAPL,buy,D,360.06
2020-06-24,DKNG,sell,F,37.56
2020-06-24,FB,buy,D,234.02
2020-06-24,GPRO,negative,D,4.64
2020-06-24,HRB,sell,L,14.86
2020-06-24,INTU,buy,L,286.13
2020-06-24,LUV,positive,D,32.25
2020-06-24,MGM,negative,D,16.93
2020-06-24,MRNA,negative,D,64.84
2020-06-24,MRO,negative,D,5.79
2020-06-24,MSFT,buy,D,197.84
2020-06-24,NCLH,negative,D,15.8
2020-06-24,NKLA,sell,F,74.19
2020-06-24,PE,positive,D,10.56
2020-06-24,PENN,positive,D,33.38
2020-06-24,RCL,negative,D,48.24
2020-06-24,SAVE,negative,D,16.92
2020-06-24,SNAP,negative,D,23.63
2020-06-24,TSLA,buy,D,960.85
2020-06-24,ULTA,buy,L,200.0
2020-06-24,VAC,buy,L,81.03
2020-06-24,ZI,buy,L,50.98
2020-06-25,AAL,negative,L,13.17
2020-06-25,AAPL,buy,D,364.84
2020-06-25,AMRS,buy,L,4.04
2020-06-25,BC,buy,I,63.97
2020-06-25,CLX,buy,D,214.92
2020-06-25,CRM,buy,I,188.34
2020-06-25,ETSY,buy,D,101.28
2020-06-25,GE,positive,L,6.68
2020-06-25,LUV,buy,L,32.97
2020-06-25,MKC,buy,D,178.54
2020-06-25,SHOP,buy,D,916.32
2020-06-25,WGO,buy,I,68.42
2020-06-25,YETI,buy,L,42.96
2020-06-25,ZM,buy,D,259.51
2020-06-25,ZS,buy,D,111.61
2020-06-29,AMD,buy,D,50.28
2020-06-29,BA,positive,D,194.49
2020-06-29,BX,sell,D,55.81
2020-06-29,CCI,buy,D,162.3
2020-06-29,CNC,buy,D,62.59
2020-06-29,COST,buy,D,301.59
2020-06-29,DFS,sell,L,49.32
2020-06-29,DG,buy,D,190.02
2020-06-29,FB,positive,D,220.64
2020-06-29,FSLY,buy,D,78.15
2020-06-29,GE,positive,D,6.8
2020-06-29,GPS,negative,L,12.51
2020-06-29,GSK,sell,D,40.75
2020-06-29,HON,buy,I,143.24
2020-06-29,INO,positive,L,31.69
2020-06-29,K,sell,D,65.08
2020-06-29,LMT,buy,L,367.5
2020-06-29,LUV,positive,D,35.04
2020-06-29,NEM,buy,D,59.54
2020-06-29,NKE,positive,D,95.87
2020-06-29,PYPL,buy,L,168.35
2020-06-29,QSR,buy,I,55.25
2020-06-29,SQ,buy,L,103.68
2020-06-29,TJX,buy,D,50.77
2020-06-29,UNH,buy,D,289.76
2020-06-29,UNP,buy,L,165.51
2020-06-29,VZ,buy,D,54.69
2020-06-29,WFC,negative,D,25.7
2020-06-29,WMK,positive,L,50.0
2020-06-29,WMT,buy,D,119.06
2020-06-30,AAPL,buy,D,364.8
2020-06-30,ADBE,buy,D,435.31
2020-06-30,BRK.B,positive,L,178.51
2020-06-30,BUD,sell,L,49.3
2020-06-30,BYND,buy,L,133.98
2020-06-30,CAG,buy,I,35.17
2020-06-30,CCI,buy,I,167.35
2020-06-30,ETSY,buy,D,106.23
2020-06-30,F,sell,L,6.08
2020-06-30,FSLY,buy,D,85.13
2020-06-30,INSG,positive,L,11.6
2020-06-30,LULU,buy,D,312.01
2020-06-30,MRVL,buy,L,35.06
2020-06-30,NFLX,buy,D,455.04
2020-06-30,NOK,buy,L,4.4
2020-06-30,NVDA,buy,D,379.91
2020-06-30,PEP,buy,L,132.26
2020-06-30,PYPL,buy,D,174.23
2020-06-30,REGN,buy,D,623.65
2020-06-30,SHOP,buy,D,949.2
2020-06-30,SIRI,buy,L,5.87
2020-06-30,STZ,positive,L,174.95
2020-06-30,SWKS,buy,L,127.86
2020-06-30,TWLO,buy,D,219.42
2020-06-30,VXRT,negative,L,8.85
2020-06-30,WIX,buy,D,256.22
2020-06-30,ZM,buy,D,253.54
2020-07-01,BLK,buy,L,544.32
2020-07-01,CALA,buy,L,5.24
2020-07-01,EVER,buy,L,59.51
2020-07-01,FB,buy,D,237.55
2020-07-01,FDX,buy,D,156.66
2020-07-01,GIS,buy,I,60.43
2020-07-01,MRNA,negative,L,61.59
2020-07-01,MRVL,negative,L,34.37
2020-07-01,MU,buy,L,49.7
2020-07-01,NIO,sell,D,7.91
2020-07-01,PFE,buy,D,33.74
2020-07-01,SHLL,sell,D,25.18
2020-07-01,STZ,buy,I,185.88
2020-07-01,WIX,buy,D,265.77
2020-07-01,WKHS,sell,D,19.18
2020-07-01,WSM,buy,I,84.82
2020-07-02,ACN,buy,F,215.72
2020-07-02,ADM,sell,L,39.56
2020-07-02,AGCO,buy,L,54.65
2020-07-02,AMT,sell,L,264.21
2020-07-02,ANGI,buy,L,13.43
2020-07-02,BBBY,negative,D,10.81
2020-07-02,CCI,buy,L,170.72
2020-07-02,GDOT,positive,L,49.53
2020-07-02,INO,sell,F,21.45
2020-07-02,LEVI,positive,D,13.35
2020-07-02,NVAX,sell,F,81.64
2020-07-02,PAYX,positive,D,76.59
2020-07-02,PYPL,buy,L,177.21
2020-07-02,SBUX,buy,L,73.78
2020-07-02,SQ,buy,L,113.39
2020-07-02,STWD,sell,L,14.5
2020-07-02,VRM,buy,L,54.3
2020-07-02,WBA,negative,D,41.98
2020-07-02,WPX,sell,L,6.08
2020-07-13,AAL,buy,D,11.63
2020-07-13,AMRC,buy,L,28.29
2020-07-13,BAC,positive,D,24.19
2020-07-13,BMY,buy,L,57.75
2020-07-13,C,negative,D,52.2
2020-07-13,CCI,buy,F,166.91
2020-07-13,DAL,negative,D,26.82
2020-07-13,DPZ,buy,D,401.38
2020-07-13,FHN,buy,D,8.9
2020-07-13,GS,buy,D,208.88
2020-07-13,GSK,sell,L,40.07
2020-07-13,JNJ,buy,D,145.21
2020-07-13,JPM,positive,D,97.65
2020-07-13,JWN,sell,L,15.35
2020-07-13,LVGO,buy,F,97.38
2020-07-13,MS,positive,D,50.22
2020-07-13,NFLX,buy,F,525.5
2020-07-13,RAD,sell,L,14.92
2020-07-13,TGT,buy,L,118.73
2020-07-13,UNH,positive,D,299.71
2020-07-13,WFC,negative,D,25.41
2020-07-13,WKHS,positive,L,15.44
2020-07-13,WMT,buy,L,129.52
2020-07-13,WWE,sell,L,44.48
2020-07-13,ZM,buy,L,260.3
2020-07-14,AAL,sell,D,11.57
2020-07-14,CB,positive,L,130.74
2020-07-14,CLX,positive,D,230.52
2020-07-14,COST,positive,D,328.0
2020-07-14,CYBR,buy,L,107.54
2020-07-14,D,buy,L,73.92
2020-07-14,EVRI,positive,D,5.47
2020-07-14,F,sell,D,6.36
2020-07-14,FB,negative,L,239.73
2020-07-14,GE,sell,D,6.88
2020-07-14,GPS,sell,L,11.15
2020-07-14,LVGO,buy,I,101.18
2020-07-14,MA,positive,D,298.95
2020-07-14,MKC,positive,D,189.42
2020-07-14,MRNA,positive,L,75.04
2020-07-14,NCNO,positive,D,91.59
2020-07-14,PAYX,buy,I,71.87
2020-07-14,PENN,buy,L,29.14
2020-07-14,SNAP,buy,L,23.74
2020-07-14,SRNE,negative,L,7.94
2020-07-14,VMW,buy,L,138.25
2020-07-14,WMT,positive,D,132.01
2020-07-15,AAL,negative,D,13.44
2020-07-15,BHVN,buy,I,76.39
2020-07-15,BSX,buy,L,36.7
2020-07-15,BYND,buy,L,131.75
2020-07-15,CRWD,positive,L,103.15
2020-07-15,DDOG,buy,L,88.48
2020-07-15,EW,buy,L,72.47
2020-07-15,GS,buy,F,216.9
2020-07-15,LMND,negative,F,74.17
2020-07-15,LVGO,buy,D,108.31
2020-07-15,MDT,buy,L,97.16
2020-07-15,PYPL,positive,D,172.06
2020-07-15,STNG,negative,L,12.99
2020-07-15,V,positive,D,196.55
2020-07-16,ABT,buy,D,96.4
2020-07-16,BA,positive,L,178.7
2020-07-16,CRM,buy,D,185.51
2020-07-16,CRWD,buy,L,101.06
2020-07-16,DPZ,buy,I,407.52
2020-07-16,FB,buy,D,240.93
2020-07-16,FEYE,negative,L,12.77
2020-07-16,GOLD,buy,I,26.69
2020-07-16,JNJ,buy,D,149.25
2020-07-16,KO,buy,L,46.15
2020-07-16,MS,buy,D,52.64
2020-07-16,NGVT,buy,L,57.95
2020-07-16,PANW,buy,L,237.38
2020-07-16,PEP,buy,D,133.88
2020-07-16,TDOC,negative,L,218.56
2020-07-16,WEX,buy,L,163.6
2020-07-16,ZS,buy,L,117.15
2020-07-17,AAL,negative,D,11.91
2020-07-17,ABT,buy,F,99.25
2020-07-17,AXP,negative,D,95.18
2020-07-17,AZN,buy,D,61.1
2020-07-17,BBY,buy,D,87.96
2020-07-17,BIG,positive,L,36.13
2020-07-17,CSX,buy,D,72.16
2020-07-17,CYBR,buy,I,109.08
2020-07-17,DE,buy,D,176.51
2020-07-17,DHR,buy,F,190.95
2020-07-17,DKNG,buy,L,35.36
2020-07-17,HD,buy,D,260.38
2020-07-17,HON,buy,F,155.0
2020-07-17,IIPR,buy,L,93.95
2020-07-17,INTC,negative,D,60.0
2020-07-17,JMIA,sell,L,7.63
2020-07-17,KO,negative,D,46.82
2020-07-17,LMT,buy,D,368.5
2020-07-17,LOW,buy,D,144.39
2020-07-17,LUV,buy,D,34.13
2020-07-17,MAS,buy,D,53.31
2020-07-17,MSFT,buy,D,202.88
2020-07-17,NTNX,buy,I,22.06
2020-07-17,PPG,buy,D,111.88
2020-07-17,SAM,buy,D,643.58
2020-07-17,SMG,buy,D,144.22
2020-07-17,SNAP,negative,D,24.54
2020-07-17,SWK,buy,D,153.36
2020-07-17,TER,buy,L,86.42
2020-07-17,TMO,buy,F,395.4
2020-07-17,TSCO,buy,D,140.77
2020-07-17,TXN,negative,D,133.89
2020-07-17,UNP,buy,D,181.25
2020-07-17,VMC,buy,D,124.95
2020-07-17,VZ,buy,D,56.3
2020-07-17,WM,buy,D,108.7
2020-07-20,BABA,buy,L,254.81
2020-07-20,BAC,negative,D,23.58
2020-07-20,BUD,sell,L,53.58
2020-07-20,C,negative,D,50.14
2020-07-20,FSLY,buy,L,84.85
2020-07-20,GS,buy,D,211.71
2020-07-20,JPM,negative,D,97.3
2020-07-20,KC,sell,L,35.54
2020-07-20,MS,buy,D,51.86
2020-07-20,NWL,buy,F,16.07
2020-07-20,OPK,buy,I,4.94
2020-07-20,PANW,buy,D,251.6
2020-07-20,POOL,buy,F,301.35
2020-07-20,SAM,buy,L,650.79
2020-07-20,SPCE,positive,L,22.98
2020-07-20,SRNE,buy,I,8.36
2020-07-20,TSCO,buy,F,144.69
2020-07-20,X,negative,L,7.58
2020-07-20,YETI,buy,F,45.05
2020-07-20,ZI,buy,L,42.48
2020-07-20,ZM,buy,D,268.58
2020-07-21,AAPL,buy,D,388.0
2020-07-21,COMM,sell,L,8.98
2020-07-21,DIS,positive,D,118.62
2020-07-21,EVRI,buy,L,5.78
2020-07-21,FB,buy,D,241.75
2020-07-21,HBI,buy,L,13.88
2020-07-21,LOGI,buy,I,70.41
2020-07-21,MSFT,buy,D,208.75
2020-07-21,OKTA,buy,I,211.31
2020-07-21,PVH,positive,D,49.02
2020-07-21,SBUX,positive,D,75.44
2020-07-21,VFC,positive,D,59.67
2020-07-21,WBA,buy,L,40.41
2020-07-22,ADSK,buy,L,240.74
2020-07-22,CVX,buy,L,91.04
2020-07-22,DD,buy,L,54.43
2020-07-22,DHR,buy,L,195.61
2020-07-22,EBS,buy,L,93.98
2020-07-22,FHN,buy,I,9.29
2020-07-22,ILMN,buy,L,391.71
2020-07-22,KMI,sell,L,14.89
2020-07-22,MDLA,positive,I,29.91
2020-07-22,NKLA,sell,L,36.57
2020-07-22,OLN,sell,L,12.05
2020-07-22,PE,buy,L,11.63
2020-07-22,PTC,sell,L,83.83
2020-07-22,PXD,buy,L,102.51
2020-07-22,TMO,buy,L,410.76
2020-07-23,AAPL,buy,D,371.38
2020-07-23,ATRO,sell,L,9.32
2020-07-23,AZN,buy,D,55.17
2020-07-23,DISH,buy,L,33.4
2020-07-23,FB,buy,D,232.6
2020-07-23,GILD,positive,D,75.56
2020-07-23,GSK,buy,D,40.3
2020-07-23,GWPH,positive,L,129.0
2020-07-23,HON,buy,L,153.73
2020-07-23,JNJ,buy,D,149.61
2020-07-23,LLY,positive,D,161.52
2020-07-23,LMND,buy,I,82.16
2020-07-23,MRNA,negative,D,75.33
2020-07-23,MSFT,buy,D,202.54
2020-07-23,NCNO,buy,F,71.57
2020-07-23,NVAX,positive,D,139.59
2020-07-23,PFE,buy,D,38.41
2020-07-23,REGN,positive,D,630.31
2020-07-23,RTX,buy,L,63.12
2020-07-23,TAK,buy,L,17.35
2020-07-23,TTD,buy,L,424.39
2020-07-27,AAPL,buy,D,379.24
2020-07-27,AMD,buy,D,68.97
2020-07-27,AXP,positive,L,95.79
2020-07-27,AYX,buy,L,166.71
2020-07-27,AZN,buy,D,56.58
2020-07-27,BA,negative,D,170.21
2020-07-27,BLMN,buy,L,11.57
2020-07-27,CAT,positive,D,139.89
2020-07-27,CVX,buy,D,91.04
2020-07-27,FB,buy,D,233.5
2020-07-27,GE,negative,D,6.71
2020-07-27,INTC,negative,L,49.57
2020-07-27,LLY,buy,D,160.5
2020-07-27,MAT,buy,I,10.86
2020-07-27,MCD,buy,D,201.25
2020-07-27,MMM,buy,D,163.24
2020-07-27,NOW,buy,D,433.81
2020-07-27,OKE,sell,L,28.02
2020-07-27,PFE,buy,D,37.54
2020-07-27,PYPL,buy,D,177.98
2020-07-27,RTX,positive,D,61.09
2020-07-27,RUN,negative,L,42.5
2020-07-27,SBUX,buy,D,76.46
2020-07-27,SHOP,buy,D,976.39
2020-07-27,SWKS,buy,I,136.69
2020-07-27,T,negative,L,29.29
2020-07-27,TMDX,buy,L,17.43
2020-07-27,VZ,buy,L,56.87
2020-07-27,XOM,negative,D,44.07
2020-07-28,BC,buy,D,69.3
2020-07-28,CHWY,buy,L,46.32
2020-07-28,CI,buy,L,175.75
2020-07-28,CNC,buy,I,64.23
2020-07-28,COMM,sell,L,8.51
2020-07-28,CVS,negative,L,63.27
2020-07-28,CWH,buy,D,36.45
2020-07-28,IBM,buy,L,124.47
2020-07-28,LMT,buy,L,386.66
2020-07-28,MAT,buy,D,11.32
2020-07-28,OTIS,buy,I,60.28
2020-07-28,PII,buy,D,105.26
2020-07-28,SHW,buy,D,633.55
2020-07-28,SMG,buy,D,145.43
2020-07-28,THO,buy,D,115.9
2020-07-28,TSCO,buy,D,143.07
2020-07-28,W,buy,D,227.0
2020-07-28,WORK,buy,L,28.75
2020-07-29,AAPL,buy,D,380.16
2020-07-29,APHA,buy,I,4.85
2020-07-29,BABA,buy,L,252.45
2020-07-29,BCRX,sell,L,4.22
2020-07-29,DXCM,buy,I,427.08
2020-07-29,FB,buy,D,233.29
2020-07-29,GTT,sell,L,6.87
2020-07-29,HCA,buy,L,129.78
2020-07-29,JMIA,sell,L,11.37
2020-07-29,LL,buy,L,22.73
2020-07-29,LLY,buy,L,161.75
2020-07-29,MLM,buy,I,214.13
2020-07-29,MRVL,buy,L,35.11
2020-07-29,MSFT,buy,D,204.06
2020-07-29,NIO,sell,L,12.7
2020-07-29,QRVO,buy,L,115.28
2020-07-29,REGN,buy,L,632.16
2020-07-29,SWKS,buy,L,136.45
2020-07-30,AAPL,buy,F,384.76
2020-07-30,BLNK,sell,L,12.49
2020-07-30,CCH,buy,I,13.58
2020-07-30,DT,buy,L,42.37
2020-07-30,FB,buy,F,234.5
2020-07-30,KDP,buy,I,30.77
2020-07-30,RST,buy,L,25.94
2020-07-30,TMHC,buy,I,23.91
2020-07-30,VXRT,sell,L,9.92
2020-08-03,ALXN,negative,L,104.85
2020-08-03,BDX,buy,L,283.68
2020-08-03,CHGG,buy,D,85.93
2020-08-03,CHWY,buy,D,56.84
2020-08-03,CLX,buy,I,231.96
2020-08-03,EBS,buy,D,118.0
2020-08-03,EHTH,buy,L,67.59
2020-08-03,ETSY,buy,D,126.62
2020-08-03,FSLY,buy,D,111.66
2020-08-03,GOLF,buy,L,38.72
2020-08-03,LVGO,buy,D,136.63
2020-08-03,MSFT,buy,D,216.54
2020-08-03,PINS,buy,I,36.08
2020-08-03,PTON,buy,D,72.68
2020-08-03,SRNE,buy,L,9.77
2020-08-03,TEAM,buy,I,177.95
2020-08-03,VALE,negative,L,11.42
2020-08-03,WORK,positive,D,30.5
2020-08-03,ZM,buy,D,268.0
2020-08-04,AMD,buy,D,85.04
2020-08-04,BGS,buy,I,29.51
2020-08-04,BP,negative,D,23.74
2020-08-04,CLX,buy,F,237.74
2020-08-04,COST,buy,D,339.79
2020-08-04,CRM,buy,L,201.41
2020-08-04,DBX,sell,L,23.23
2020-08-04,ETSY,buy,D,129.8
2020-08-04,HD,buy,D,267.87
2020-08-04,INTC,negative,D,49.13
2020-08-04,K,buy,L,69.71
2020-08-04,NIO,sell,D,13.64
2020-08-04,NKLA,sell,D,38.84
2020-08-04,NOW,buy,L,438.15
2020-08-04,PYPL,buy,D,197.33
2020-08-04,SMAR,sell,L,47.85
2020-08-04,SRNE,negative,D,12.84
2020-08-04,TGT,buy,D,130.45
2020-08-04,UBER,positive,L,32.68
2020-08-04,WMT,buy,D,131.64
2020-08-05,AAL,positive,L,12.56
2020-08-05,BYND,buy,I,132.69
2020-08-05,DD,buy,D,54.73
2020-08-05,DIS,buy,D,127.61
2020-08-05,EMR,buy,D,64.69
2020-08-05,LITE,negative,L,94.14
2020-08-05,LUV,buy,L,32.72
2020-08-05,LVGO,buy,F,128.06
2020-08-05,MA,buy,D,328.0
2020-08-05,MMM,buy,D,155.35
2020-08-05,NKE,buy,D,100.94
2020-08-05,NUE,buy,D,43.48
2020-08-05,PPG,buy,D,111.66
2020-08-05,PVH,buy,D,51.18
2020-08-05,REGN,buy,F,624.52
2020-08-05,RL,buy,D,68.51
2020-08-05,RPRX,buy,L,41.93
2020-08-05,SO,sell,L,53.4
2020-08-05,SRE,buy,I,127.03
2020-08-05,SRPT,buy,L,158.89
2020-08-05,TDOC,buy,F,202.01
2020-08-05,TJX,buy,L,53.54
2020-08-05,UNP,buy,D,177.47
2020-08-05,VRTX,buy,L,273.23
2020-08-05,WEN,buy,F,22.39
2020-08-05,XLNX,buy,I,107.57
2020-08-06,AA,sell,L,14.9
2020-08-06,AAPL,buy,D,455.61
2020-08-06,AGCO,buy,L,68.3
2020-08-06,ANDE,negative,L,17.0
2020-08-06,BLL,buy,L,74.44
2020-08-06,CRM,buy,D,207.79
2020-08-06,DE,buy,L,181.26
2020-08-06,DIS,buy,D,130.82
2020-08-06,ELAN,buy,L,24.44
2020-08-06,ETSY,buy,I,130.66
2020-08-06,FB,buy,D,265.28
2020-08-06,MSFT,buy,D,216.35
2020-08-06,PZZA,buy,I,97.53
2020-08-06,SPCE,positive,L,19.34
2020-08-06,VZ,buy,I,57.83
2020-08-10,AYX,negative,L,109.23
2020-08-10,BBBY,negative,D,12.66
2020-08-10,DGII,positive,L,13.82
2020-08-10,EVH,negative,L,13.16
2020-08-10,FL,positive,D,29.63
2020-08-10,HD,negative,D,274.73
2020-08-10,INSG,buy,I,12.79
2020-08-10,LHX,buy,L,179.18
2020-08-10,LMT,buy,L,389.26
2020-08-10,MAR,positive,D,97.13
2020-08-10,NVAX,negative,F,178.51
2020-08-10,RCL,positive,D,57.31
2020-08-10,SAIL,buy,I,36.02
2020-08-10,SRNE,negative,F,18.82
2020-08-10,TTWO,buy,I,174.73
2020-08-11,BYND,buy,L,125.5
2020-08-11,CRM,positive,D,191.99
2020-08-11,CWH,buy,L,32.06
2020-08-11,DD,buy,D,57.3
2020-08-11,DPZ,buy,L,388.65
2020-08-11,FRT,buy,I,82.18
2020-08-11,GRWG,negative,L,8.61
2020-08-11,HON,buy,D,160.28
2020-08-11,OMI,buy,I,14.82
2020-08-11,QCOM,negative,L,108.83
2020-08-11,RPD,buy,L,57.01
2020-08-11,TWLO,buy,L,244.49
2020-08-11,ZM,negative,D,231.04
2020-08-12,AAPL,buy,D,452.04
2020-08-12,CSCO,buy,I,48.1
2020-08-12,EBS,buy,I,129.57
2020-08-12,EXPI,buy,L,30.91
2020-08-12,FLIR,buy,L,36.55
2020-08-12,JCOM,buy,I,70.56
2020-08-12,KNDI,sell,L,8.68
2020-08-12,PII,buy,L,107.16
2020-08-12,SERV,buy,L,41.41
2020-08-12,TSE,sell,L,26.97
2020-08-12,ZI,buy,L,38.53
2020-08-13,ACLS,buy,L,26.31
2020-08-13,AZEK,buy,I,35.56
2020-08-13,EB,negative,L,9.91
2020-08-13,FIVN,buy,I,119.45
2020-08-13,FLT,negative,L,234.63
2020-08-13,OPK,buy,L,4.86
2020-08-13,PYPL,buy,I,193.07
2020-08-13,TUP,negative,L,13.66
2020-08-17,BEKE,sell,F,38.72
2020-08-17,BLDR,buy,L,30.02
2020-08-17,DHR,buy,D,205.57
2020-08-17,DPZ,buy,D,409.39
2020-08-17,GRWG,buy,I,16.16
2020-08-17,HD,buy,D,288.24
2020-08-17,LOW,buy,D,158.41
2020-08-17,PING,negative,L,33.22
2020-08-17,PKI,buy,I,119.67
2020-08-17,RPRX,buy,L,45.95
2020-08-17,TMO,buy,D,416.8
2020-08-17,VRTX,buy,L,273.84
2020-08-17,WING,buy,D,157.41
2020-08-17,WMT,buy,D,135.6
2020-08-18,AAPL,buy,D,462.25
2020-08-18,AMD,buy,D,81.66
2020-08-18,AMRN,sell,L,6.84
2020-08-18,CBRL,sell,L,117.56
2020-08-18,CDNS,buy,D,109.15
2020-08-18,CELH,buy,L,23.07
2020-08-18,COLM,buy,I,80.66
2020-08-18,DHI,buy,L,73.54
2020-08-18,DRI,buy,L,82.83
2020-08-18,EAT,buy,L,37.72
2020-08-18,EHTH,buy,I,76.28
2020-08-18,EQT,sell,L,16.53
2020-08-18,GRWG,buy,F,17.67
2020-08-18,KLAC,buy,D,211.76
2020-08-18,LVGO,buy,L,136.01
2020-08-18,NOW,buy,D,437.58
2020-08-18,NVDA,buy,D,490.43
2020-08-18,PYPL,buy,D,194.57
2020-08-18,QRVO,buy,D,132.61
2020-08-18,WRK,sell,L,29.1
2020-08-19,AAPL,positive,D,462.83
2020-08-19,ADI,buy,I,118.15
